OrderNumber,QuantityOrdered,PriceEach,OrderLineNumber,Sales,Exact Sales,Status,QTR_ID,DAY_ID,MONTH_ID,YEAR_ID,ProductCode,CustomerName,Phone,AddressLine1,City,PostalCode,Country,Territory,Branch,CostPrice,ProductLine,MSRP,ContactName,Total Profit,Discount,Discount Rate
10214,27,100.0,4,3604.23,2700.0,Shipped,1,26,1,2023,S18_2325,Corrida Auto Replicas  Ltd,(91) 555 22 82,C/ Araquil  67,Madrid,28023,Spain,EMEA,Bergenville,65.0,Vintage Cars,127,MartÂ¡n Sommer,945.0,27.0,21.25984251968504
10214,44,34.88,5,1534.72,1534.72,Shipped,1,26,1,2023,S24_3969,Corrida Auto Replicas  Ltd,(91) 555 22 82,C/ Araquil  67,Madrid,28023,Spain,EMEA,Skates Road,22.672,Vintage Cars,41,MartÂ¡n Sommer,537.152,6.119999999999997,14.926829268292677
10214,21,62.96,6,1322.16,1322.16,Shipped,1,26,1,2023,S18_2248,Corrida Auto Replicas  Ltd,(91) 555 22 82,C/ Araquil  67,Madrid,28023,Spain,EMEA,Skates Road,40.924,Vintage Cars,60,MartÂ¡n Sommer,462.75600000000003,-2.960000000000001,-4.9333333333333345
10214,30,100.0,7,5967.0,3000.0,Shipped,1,26,1,2023,S18_1749,Corrida Auto Replicas  Ltd,(91) 555 22 82,C/ Araquil  67,Madrid,28023,Spain,EMEA,Bergenville,65.0,Vintage Cars,170,MartÂ¡n Sommer,1050.0,70.0,41.17647058823529
10215,46,45.28,1,2082.88,2082.88,Shipped,1,29,1,2023,S18_4668,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Skates Road,29.432,Vintage Cars,50,Steve Thompson,729.0080000000002,4.719999999999999,9.439999999999998
10215,46,100.0,2,5152.0,4600.0,Shipped,1,29,1,2023,S18_1097,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Bergenville,65.0,Trucks and Buses,116,Steve Thompson,1610.0,16.0,13.793103448275861
10215,35,100.0,3,6075.3,3500.0,Shipped,1,29,1,2023,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Bergenville,65.0,Classic Cars,214,Steve Thompson,1225.0,114.0,53.271028037383175
10215,49,100.0,4,5510.05,4900.0,Shipped,1,29,1,2023,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Bergenville,65.0,Vintage Cars,101,Steve Thompson,1715.0,1.0,0.9900990099009901
10215,49,100.0,5,5285.14,4900.0,Shipped,1,29,1,2023,S18_3136,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Bergenville,65.0,Vintage Cars,104,Steve Thompson,1715.0,4.0,3.8461538461538463
10215,31,58.71,6,1820.01,1820.01,Shipped,1,29,1,2023,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Skates Road,38.1615,Vintage Cars,62,Steve Thompson,637.0035000000001,3.289999999999999,5.306451612903224
10215,39,90.57,7,3532.23,3532.2299999999996,Shipped,1,29,1,2023,S24_4258,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Bergenville,58.8705,Vintage Cars,97,Steve Thompson,1236.2804999999998,6.430000000000007,6.62886597938145
10215,41,100.0,8,4555.92,4100.0,Shipped,1,29,1,2023,S18_3320,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Bergenville,65.0,Vintage Cars,99,Steve Thompson,1435.0,-1.0,-1.0101010101010102
10215,33,43.13,9,1423.29,1423.2900000000002,Shipped,1,29,1,2023,S18_1367,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Skates Road,28.0345,Vintage Cars,53,Steve Thompson,498.15150000000006,9.869999999999997,18.622641509433958
10215,27,89.38,10,2413.26,2413.2599999999998,Shipped,1,29,1,2023,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,NorthA,Skates Road,58.097,Vintage Cars,102,Steve Thompson,844.6409999999998,12.620000000000005,12.372549019607849
10216,43,100.0,1,5759.42,4300.0,Shipped,1,2,2,2023,S12_1666,Auto Assoc. & Cie.,30.59.8555,67  avenue de l Europe,Versailles,78000,France,EMEA,Bergenville,65.0,Trucks and Buses,136,Daniel Tonini,1505.0,36.0,26.47058823529412
10217,28,100.0,1,3148.88,2800.0,Shipped,1,4,2,2023,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Bergenville,65.0,Trucks and Buses,127,Wendy Victorino,980.0,27.0,21.25984251968504
10217,35,61.38,2,2148.3,2148.3,Shipped,1,4,2,2023,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Skates Road,39.897,Trucks and Buses,60,Wendy Victorino,751.9050000000002,-1.3800000000000026,-2.3000000000000043
10217,21,100.0,3,2244.9,2100.0,Shipped,1,4,2,2023,S32_1268,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Skates Road,65.0,Trucks and Buses,96,Wendy Victorino,735.0,-4.0,-4.166666666666666
10217,48,100.0,4,7020.48,4800.0,Shipped,1,4,2,2023,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Geiselweg,65.0,Classic Cars,147,Wendy Victorino,1680.0,47.0,31.97278911564626
10217,38,100.0,5,4509.08,3800.0,Shipped,1,4,2,2023,S18_4600,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Bergenville,65.0,Trucks and Buses,121,Wendy Victorino,1330.0,21.0,17.355371900826448
10217,31,88.0,6,2728.0,2728.0,Shipped,1,4,2,2023,S700_2824,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Skates Road,57.2,Classic Cars,101,Wendy Victorino,954.8,13.0,12.871287128712872
10217,39,62.05,7,2419.95,2419.95,Shipped,1,4,2,2023,S32_3522,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,APAC,Skates Road,40.3325,Trucks and Buses,64,Wendy Victorino,846.9824999999997,1.9500000000000028,3.0468750000000044
10219,43,100.0,1,8448.64,4300.0,Shipped,1,10,2,2023,S18_2238,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,NorthA,Geiselweg,65.0,Classic Cars,163,Sue Taylor,1505.0,63.0,38.65030674846626
10219,48,100.0,2,4891.68,4800.0,Shipped,1,10,2,2023,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,NorthA,Bergenville,65.0,Trucks and Buses,118,Sue Taylor,1680.0,18.0,15.254237288135593
10219,21,40.31,3,846.51,846.51,Shipped,1,10,2,2023,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,NorthA,Skates Road,26.2015,Classic Cars,35,Sue Taylor,296.27850000000007,-5.310000000000002,-15.171428571428578
10219,35,55.19,4,1931.65,1931.6499999999999,Shipped,1,10,2,2023,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,NorthA,Skates Road,35.8735,Trucks and Buses,54,Sue Taylor,676.0774999999999,-1.1899999999999977,-2.2037037037036993
10220,27,100.0,1,5045.22,2700.0,Shipped,1,12,2,2023,S12_3891,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Bergenville,65.0,Classic Cars,173,Dean Cassidy,945.0,73.0,42.19653179190752
10220,32,100.0,2,7181.44,3200.0,Shipped,1,12,2,2023,S12_1108,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Geiselweg,65.0,Classic Cars,207,Dean Cassidy,1120.0,107.0,51.690821256038646
10220,30,100.0,3,4713.6,3000.0,Shipped,1,12,2,2023,S12_3148,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Bergenville,65.0,Classic Cars,151,Dean Cassidy,1050.0,51.0,33.77483443708609
10220,30,68.54,4,2056.2,2056.2000000000003,Shipped,1,12,2,2023,S50_1514,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Skates Road,44.551,Trains,58,Dean Cassidy,719.6700000000001,-10.540000000000006,-18.17241379310346
10220,50,100.0,5,8258.0,5000.0,Shipped,1,12,2,2023,S18_4027,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Geiselweg,65.0,Classic Cars,143,Dean Cassidy,1750.0,43.0,30.069930069930066
10220,20,52.82,6,1056.4,1056.4,Shipped,1,12,2,2023,S32_3207,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Skates Road,34.333,Trains,62,Dean Cassidy,369.74,9.18,14.806451612903226
10220,37,100.0,7,5032.74,3700.0,Shipped,1,12,2,2023,S24_4048,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Bergenville,65.0,Classic Cars,118,Dean Cassidy,1295.0,18.0,15.254237288135593
10220,26,56.07,8,1457.82,1457.82,Shipped,1,12,2,2023,S24_1444,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Skates Road,36.4455,Classic Cars,57,Dean Cassidy,510.23699999999997,0.9299999999999997,1.6315789473684208
10220,37,100.0,9,3983.05,3700.0,Shipped,1,12,2,2023,S50_1392,Clover Collections  Co.,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,EMEA,Bergenville,65.0,Trucks and Buses,115,Dean Cassidy,1295.0,15.0,13.043478260869565
10221,49,100.0,1,6804.63,4900.0,Shipped,1,18,2,2023,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,EMEA,Bergenville,65.0,Ships,122,Catherine Dewey,1715.0,22.0,18.0327868852459
10221,39,89.53,2,3491.67,3491.67,Shipped,1,18,2,2023,S18_4522,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,EMEA,Bergenville,58.1945,Vintage Cars,87,Catherine Dewey,1222.0845000000002,-2.530000000000001,-2.9080459770114953
10221,33,100.0,3,4417.38,3300.0,Shipped,1,18,2,2023,S18_3140,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,EMEA,Bergenville,65.0,Vintage Cars,136,Catherine Dewey,1155.0,36.0,26.47058823529412
10221,23,97.0,4,2231.0,2231.0,Shipped,1,18,2,2023,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,EMEA,Skates Road,63.05,Ships,86,Catherine Dewey,780.85,-11.0,-12.790697674418606
10221,23,80.67,5,1855.41,1855.41,Shipped,1,18,2,2023,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium,EMEA,Skates Road,52.4355,Trains,100,Catherine Dewey,649.3935000000001,19.33,19.33
10222,37,87.75,1,3246.75,3246.75,Shipped,1,19,2,2023,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,57.0375,Planes,99,Valarie Thompson,1136.3625,11.25,11.363636363636363
10222,43,74.03,2,3183.29,3183.29,Shipped,1,19,2,2023,S700_4002,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,48.1195,Planes,74,Valarie Thompson,1114.1515,-0.030000000000001137,-0.040540540540542076
10222,48,56.64,3,2718.72,2718.7200000000003,Shipped,1,19,2,2023,S24_3949,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,36.816,Planes,68,Valarie Thompson,951.5519999999999,11.36,16.705882352941178
10222,49,100.0,4,6954.08,4900.0,Shipped,1,19,2,2023,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,65.0,Planes,157,Valarie Thompson,1715.0,57.0,36.30573248407643
10222,32,81.53,5,2608.96,2608.96,Shipped,1,19,2,2023,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,52.9945,Planes,68,Valarie Thompson,913.136,-13.530000000000001,-19.897058823529413
10222,43,70.35,6,3025.05,3025.0499999999997,Shipped,1,19,2,2023,S24_3420,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,45.7275,Vintage Cars,65,Valarie Thompson,1058.7674999999997,-5.349999999999994,-8.230769230769223
10222,31,45.69,7,1416.39,1416.3899999999999,Shipped,1,19,2,2023,S72_1253,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,29.6985,Planes,49,Valarie Thompson,495.7365,3.3100000000000023,6.755102040816332
10222,26,100.0,8,2659.54,2600.0,Shipped,1,19,2,2023,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,65.0,Ships,90,Valarie Thompson,910.0,-10.0,-11.11111111111111
10222,45,85.75,9,3858.75,3858.75,Shipped,1,19,2,2023,S18_3856,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,55.7375,Vintage Cars,105,Valarie Thompson,1350.5625000000002,19.25,18.333333333333332
10222,49,94.62,10,4636.38,4636.38,Shipped,1,19,2,2023,S18_3029,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,61.503,Ships,86,Valarie Thompson,1622.7330000000002,-8.620000000000005,-10.023255813953494
10222,46,80.51,11,3703.46,3703.46,Shipped,1,19,2,2023,S24_3816,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,52.3315,Vintage Cars,83,Valarie Thompson,1296.2110000000002,2.489999999999995,2.999999999999994
10222,49,100.0,12,5997.6,4900.0,Shipped,1,19,2,2023,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,65.0,Classic Cars,136,Valarie Thompson,1715.0,36.0,26.47058823529412
10222,36,80.95,13,2914.2,2914.2000000000003,Shipped,1,19,2,2023,S700_2610,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,52.6175,Ships,72,Valarie Thompson,1019.9700000000001,-8.950000000000003,-12.43055555555556
10222,47,70.81,14,3328.07,3328.07,Shipped,1,19,2,2023,S24_3151,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,46.0265,Vintage Cars,88,Valarie Thompson,1164.8245000000002,17.189999999999998,19.534090909090907
10222,31,62.67,15,1942.77,1942.77,Shipped,1,19,2,2023,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,40.7355,Ships,66,Valarie Thompson,679.9695,3.3299999999999983,5.045454545454542
10222,38,100.0,16,4187.22,3800.0,Shipped,1,19,2,2023,S700_3505,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,65.0,Ships,100,Valarie Thompson,1330.0,0.0,0.0
10222,31,95.34,17,2955.54,2955.54,Shipped,1,19,2,2023,S700_3962,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,61.971,Ships,99,Valarie Thompson,1034.4390000000003,3.6599999999999966,3.6969696969696937
10222,36,63.34,18,2280.24,2280.2400000000002,Shipped,1,19,2,2023,S72_3212,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,41.171,Ships,54,Valarie Thompson,798.0840000000002,-9.340000000000003,-17.2962962962963
10223,37,100.0,1,3965.66,3700.0,Shipped,1,20,2,2023,S10_1678,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Bergenville,65.0,Motorcycles,95,Peter Ferguson,1295.0,-5.0,-5.263157894736842
10223,32,91.29,2,2921.28,2921.28,Shipped,1,20,2,2023,S24_1578,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,59.3385,Motorcycles,112,Peter Ferguson,1022.4480000000001,20.709999999999994,18.491071428571423
10223,49,100.0,3,9774.03,4900.0,Shipped,1,20,2,2023,S10_4698,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Geiselweg,65.0,Motorcycles,193,Peter Ferguson,1715.0,93.0,48.18652849740933
10223,47,100.0,4,5422.39,4700.0,Shipped,1,20,2,2023,S10_2016,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Bergenville,65.0,Motorcycles,118,Peter Ferguson,1645.0,18.0,15.254237288135593
10223,28,60.57,5,1695.96,1695.96,Shipped,1,20,2,2023,S18_2625,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,39.3705,Motorcycles,60,Peter Ferguson,593.586,-0.5700000000000003,-0.9500000000000005
10223,38,69.31,6,2633.78,2633.78,Shipped,1,20,2,2023,S24_2000,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,45.0515,Motorcycles,76,Peter Ferguson,921.8230000000002,6.689999999999998,8.802631578947366
10223,21,100.0,7,2475.27,2100.0,Shipped,1,20,2,2023,S32_1374,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,65.0,Motorcycles,99,Peter Ferguson,735.0,-1.0,-1.0101010101010102
10223,29,100.0,8,3199.86,2900.0,Shipped,1,20,2,2023,S700_2834,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Bergenville,65.0,Planes,118,Peter Ferguson,1015.0,18.0,15.254237288135593
10223,47,100.0,9,4724.91,4700.0,Shipped,1,20,2,2023,S18_2581,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Bergenville,65.0,Planes,84,Peter Ferguson,1645.0,-16.0,-19.047619047619047
10223,23,74.62,10,1716.26,1716.2600000000002,Shipped,1,20,2,2023,S24_4278,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,48.503,Planes,72,Peter Ferguson,600.6910000000001,-2.6200000000000045,-3.638888888888895
10223,34,100.0,11,3608.76,3400.0,Shipped,1,20,2,2023,S24_1785,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Bergenville,65.0,Planes,109,Peter Ferguson,1190.0,9.0,8.256880733944955
10223,20,66.04,12,1320.8,1320.8000000000002,Shipped,1,20,2,2023,S32_4289,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,42.926,Vintage Cars,68,Peter Ferguson,462.2800000000001,1.9599999999999937,2.8823529411764612
10223,41,46.26,13,1896.66,1896.6599999999999,Shipped,1,20,2,2023,S50_1341,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,30.069,Vintage Cars,43,Peter Ferguson,663.8309999999999,-3.259999999999998,-7.581395348837204
10223,25,100.0,14,2534.75,2500.0,Shipped,1,20,2,2023,S700_1691,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,65.0,Planes,91,Peter Ferguson,875.0,-9.0,-9.89010989010989
10223,26,67.2,15,1747.2,1747.2,Shipped,1,20,2,2023,S700_3167,Australian Collectors  Co.,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Skates Road,43.68,Planes,80,Peter Ferguson,611.5200000000001,12.799999999999997,15.999999999999998
10224,38,58.44,1,2220.72,2220.72,Shipped,1,21,2,2023,S18_3782,Daedalus Designs Imports,20.16.1555,184  chausse de Tournai,Lille,59000,France,EMEA,Skates Road,37.986,Motorcycles,62,Martine Rance,777.2520000000001,3.5600000000000023,5.7419354838709715
10224,43,39.43,2,1695.49,1695.49,Shipped,1,21,2,2023,S32_2206,Daedalus Designs Imports,20.16.1555,184  chausse de Tournai,Lille,59000,France,EMEA,Skates Road,25.6295,Motorcycles,40,Martine Rance,593.4214999999999,0.5700000000000003,1.4250000000000007
10224,50,77.29,3,3864.5,3864.5000000000005,Shipped,1,21,2,2023,S50_4713,Daedalus Designs Imports,20.16.1555,184  chausse de Tournai,Lille,59000,France,EMEA,Bergenville,50.2385,Motorcycles,81,Martine Rance,1352.5750000000003,3.7099999999999937,4.580246913580239
10224,37,80.34,4,2972.58,2972.58,Shipped,1,21,2,2023,S24_2360,Daedalus Designs Imports,20.16.1555,184  chausse de Tournai,Lille,59000,France,EMEA,Skates Road,52.221,Motorcycles,69,Martine Rance,1040.4030000000002,-11.340000000000003,-16.43478260869566
10224,30,100.0,5,3336.9,3000.0,Shipped,1,21,2,2023,S32_4485,Daedalus Designs Imports,20.16.1555,184  chausse de Tournai,Lille,59000,France,EMEA,Bergenville,65.0,Motorcycles,102,Martine Rance,1050.0,2.0,1.9607843137254901
10224,43,100.0,6,6087.94,4300.0,Shipped,1,21,2,2023,S12_2823,Daedalus Designs Imports,20.16.1555,184  chausse de Tournai,Lille,59000,France,EMEA,Bergenville,65.0,Motorcycles,150,Martine Rance,1505.0,50.0,33.33333333333333
10225,32,100.0,1,4529.28,3200.0,Shipped,1,22,2,2023,S18_1129,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,65.0,Classic Cars,141,Michael Holz,1120.0,41.0,29.078014184397162
10225,43,100.0,2,6407.86,4300.0,Shipped,1,22,2,2023,S18_3232,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,65.0,Classic Cars,169,Michael Holz,1505.0,69.0,40.828402366863905
10225,42,36.63,3,1538.46,1538.46,Shipped,1,22,2,2023,S24_2972,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Skates Road,23.8095,Classic Cars,37,Michael Holz,538.4610000000001,0.36999999999999744,0.9999999999999931
10225,40,100.0,4,4550.0,4000.0,Shipped,1,22,2,2023,S24_3856,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,65.0,Classic Cars,140,Michael Holz,1400.0,40.0,28.57142857142857
10225,47,64.68,5,3039.96,3039.9600000000005,Shipped,1,22,2,2023,S18_1889,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,42.042,Classic Cars,77,Michael Holz,1063.9860000000003,12.319999999999993,15.999999999999993
10225,21,100.0,6,2684.43,2100.0,Shipped,1,22,2,2023,S12_4675,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Skates Road,65.0,Classic Cars,115,Michael Holz,735.0,15.0,13.043478260869565
10225,25,99.82,7,2495.5,2495.5,Shipped,1,22,2,2023,S12_3380,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Skates Road,64.883,Classic Cars,117,Michael Holz,873.425,17.180000000000007,14.683760683760688
10225,24,50.21,8,1205.04,1205.04,Shipped,1,22,2,2023,S24_3371,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Skates Road,32.6365,Classic Cars,61,Michael Holz,421.76400000000007,10.79,17.688524590163933
10225,27,100.0,9,4517.91,2700.0,Shipped,1,22,2,2023,S12_1099,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,65.0,Classic Cars,194,Michael Holz,945.0,94.0,48.45360824742268
10225,37,77.41,10,2864.17,2864.17,Shipped,1,22,2,2023,S12_3990,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Skates Road,50.3165,Classic Cars,79,Michael Holz,1002.4594999999999,1.5900000000000034,2.0126582278481053
10225,27,100.0,11,4564.08,2700.0,Shipped,1,22,2,2023,S18_3482,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,65.0,Classic Cars,146,Michael Holz,945.0,46.0,31.506849315068493
10225,37,95.69,12,3540.53,3540.5299999999997,Shipped,1,22,2,2023,S18_3278,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,62.1985,Classic Cars,80,Michael Holz,1239.1854999999998,-15.689999999999998,-19.612499999999997
10225,46,70.33,13,3235.18,3235.18,Shipped,1,22,2,2023,S24_4620,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,45.7145,Classic Cars,80,Michael Holz,1132.3129999999999,9.670000000000002,12.087500000000002
10225,35,100.0,14,5260.15,3500.0,Shipped,1,22,2,2023,S18_4721,Vida Sport  Ltd,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,EMEA,Bergenville,65.0,Classic Cars,148,Michael Holz,1225.0,48.0,32.432432432432435
10226,21,60.26,1,1265.46,1265.46,Shipped,1,26,2,2023,S24_1046,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,39.169,Classic Cars,73,Valarie Thompson,442.911,12.740000000000002,17.45205479452055
10226,48,92.09,2,4420.32,4420.32,Shipped,1,26,2,2023,S24_3432,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,59.8585,Classic Cars,107,Valarie Thompson,1547.112,14.909999999999997,13.934579439252333
10226,36,43.27,3,1557.72,1557.72,Shipped,1,26,2,2023,S24_1628,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Skates Road,28.1255,Classic Cars,50,Valarie Thompson,545.2020000000001,6.729999999999997,13.459999999999994
10226,38,100.0,4,4161.38,3800.0,Shipped,1,26,2,2023,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,65.0,Classic Cars,124,Valarie Thompson,1330.0,24.0,19.35483870967742
10226,24,100.0,5,3231.36,2400.0,Shipped,1,26,2,2023,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,65.0,Classic Cars,132,Valarie Thompson,840.0,32.0,24.242424242424242
10226,46,100.0,6,7343.9,4600.0,Shipped,1,26,2,2023,S18_3685,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Geiselweg,65.0,Classic Cars,141,Valarie Thompson,1610.0,41.0,29.078014184397162
10226,24,100.0,7,3892.08,2400.0,Shipped,1,26,2,2023,S18_1984,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,NorthA,Bergenville,65.0,Classic Cars,142,Valarie Thompson,840.0,42.0,29.577464788732392
10227,33,100.0,1,3666.96,3300.0,Shipped,1,2,3,2023,S18_3320,Saveley & Henriot  Co.,78.32.5555,2  rue du Commerce,Lyon,69004,France,EMEA,Bergenville,65.0,Vintage Cars,99,Mary Saveley,1155.0,-1.0,-1.0101010101010102
